Country,WF,WTG,Generation,Type,Power,Component,Material Code,Material Description,'Consumption'[Date],Age (d),Sum of Q,Unit,Order,Order Exchange
France,WFG-FR-02,87564,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2016-06-18 00:00:00,4400,1,PCE,SYN-ORD-910304,SYN-EX-09
France,WFG-FR-02,90618,DELTA,N125,3000,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-04-12 00:00:00,4403,2,PCE,SYN-ORD-807400,SYN-EX-03
Germany,WFG-GE-03,88839,DELTA,N80,1300,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-10-09 00:00:00,4404,1,PCE,SYN-ORD-880977,SYN-EX-09
United Kingdom,WFG-UN-03,89918,DELTA,N131,3600,Yaw System,YAW-4402,Yaw drive frequency converter,2018-10-04 00:00:00,4406,1,PCE,SYN-ORD-973646,SYN-EX-08
France,WFG-FR-02,88203,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2020-04-28 00:00:00,4407,1,PCE,SYN-ORD-962242,SYN-EX-05
France,WFG-FR-02,87695,GAMMA,N149,4500,Yaw System,YAW-3301,Yaw drive frequency converter,2018-08-17 00:00:00,4409,1,PCE,SYN-ORD-984054,SYN-EX-05
Sweden,WFG-SW-03,88548,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-05-24 00:00:00,4414,1,PCE,SYN-ORD-796212,SYN-EX-08
Portugal,WFG-PO-03,88631,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2025-06-26 00:00:00,4415,1,PCE,SYN-ORD-813006,SYN-EX-02
Poland,WFG-PO-03,89546,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-05-09 00:00:00,4421,2,PCE,SYN-ORD-839638,SYN-EX-09
Germany,WFG-GE-03,90723,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-06-22 00:00:00,4423,1,PCE,SYN-ORD-728044,SYN-EX-01
Belgium,WFG-BE-01,89801,SIGMA,N100,2500,Main Bearing,BRG-1102,Main bearing assembly,2022-10-09 00:00:00,4424,1,PCE,SYN-ORD-981946,SYN-EX-06
United Kingdom,WFG-UN-03,86235,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2018-03-05 00:00:00,4425,2,PCE,SYN-ORD-774264,SYN-EX-08
USA,WFG-US-03,89620,DELTA,N80,1300,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-08-28 00:00:00,4429,1,PCE,SYN-ORD-970334,SYN-EX-01
Germany,WFG-GE-03,86257,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-04-27 00:00:00,4430,1,PCE,SYN-ORD-734791,SYN-EX-04
Greece,WFG-GR-03,86963,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2025-01-11 00:00:00,4431,1,PCE,SYN-ORD-906847,SYN-EX-03
USA,WFG-US-03,86335,DELTA,N131,3600,Yaw System,YAW-3301,Yaw drive frequency converter,2019-10-23 00:00:00,4432,2,PCE,SYN-ORD-774109,SYN-EX-03
Netherlands,WFG-NE-03,89541,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-04-21 00:00:00,4434,1,PCE,SYN-ORD-838877,SYN-EX-07
Ireland,WFG-IR-02,89310,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-10-28 00:00:00,4434,1,PCE,SYN-ORD-838940,SYN-EX-07
Poland,WFG-PO-03,87013,DELTA,N100,1800,Generator,GEN-5210,Generator control module,2019-12-07 00:00:00,4434,2,PCE,SYN-ORD-994659,SYN-EX-09
Ireland,WFG-IR-02,87889,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2023-05-06 00:00:00,4435,1,PCE,SYN-ORD-952975,SYN-EX-02
South Africa,WFG-SO-03,87054,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-09-29 00:00:00,4439,1,PCE,SYN-ORD-843447,SYN-EX-04
France,WFG-FR-02,89670,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-10-22 00:00:00,4439,1,PCE,SYN-ORD-895608,SYN-EX-03
France,WFG-FR-02,89773,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-04-14 00:00:00,4440,1,PCE,SYN-ORD-910458,SYN-EX-09
Italy,WFG-IT-03,86621,DELTA,N125,3000,Yaw System,YAW-3301,Yaw drive frequency converter,2022-10-15 00:00:00,4443,1,PCE,SYN-ORD-747172,SYN-EX-03
USA,WFG-US-03,89544,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-05-02 00:00:00,4446,2,PCE,SYN-ORD-933398,SYN-EX-07
United Kingdom,WFG-UN-03,87679,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-04-22 00:00:00,4449,1,PCE,SYN-ORD-984433,SYN-EX-01
Italy,WFG-IT-03,90190,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2017-01-01 00:00:00,4453,1,PCE,SYN-ORD-856320,SYN-EX-02
USA,WFG-US-03,89215,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2016-02-05 00:00:00,4456,1,PCE,SYN-ORD-964125,SYN-EX-05
Poland,WFG-PO-03,88197,DELTA,N131,3600,Main Bearing,BRG-1102,Main bearing assembly,2020-04-07 00:00:00,4460,1,PCE,SYN-ORD-778495,SYN-EX-02
France,WFG-FR-02,89716,DELTA,N131,3600,Generator,GEN-5210,Generator control module,2023-09-20 00:00:00,4461,1,PCE,SYN-ORD-899280,SYN-EX-02
Sweden,WFG-SW-03,87176,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-06-17 00:00:00,4463,2,PCE,SYN-ORD-945845,SYN-EX-09
Germany,WFG-GE-03,90597,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-09-10 00:00:00,4469,1,PCE,SYN-ORD-742550,SYN-EX-02
United Kingdom,WFG-UN-03,90440,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2024-07-02 00:00:00,4471,1,PCE,SYN-ORD-742004,SYN-EX-07
Uruguay,WFG-UR-01,87846,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-08-08 00:00:00,4472,1,PCE,SYN-ORD-906049,SYN-EX-07
France,WFG-FR-02,88892,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2017-12-02 00:00:00,4473,1,PCE,SYN-ORD-737498,SYN-EX-08
France,WFG-FR-02,88291,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-07-02 00:00:00,4476,2,PCE,SYN-ORD-999895,SYN-EX-01
France,WFG-FR-02,88994,DELTA,N80,1300,Gearbox,GBX-2044,Gearbox service component,2016-10-13 00:00:00,4478,1,PCE,SYN-ORD-716808,SYN-EX-06
USA,WFG-US-03,87341,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-06-13 00:00:00,4479,2,PCE,SYN-ORD-867964,SYN-EX-08
Turkey,WFG-TU-03,86535,DELTA,N80,1300,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-04-13 00:00:00,4480,1,PCE,SYN-ORD-964844,SYN-EX-04
Germany,WFG-GE-03,87978,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2021-07-14 00:00:00,4483,1,PCE,SYN-ORD-876515,SYN-EX-06
Greece,WFG-GR-03,88247,DELTA,N125,3000,Generator,GEN-5210,Generator control module,2020-02-13 00:00:00,4485,1,PCE,SYN-ORD-838396,SYN-EX-04
France,WFG-FR-02,90753,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-08-24 00:00:00,4485,2,PCE,SYN-ORD-916105,SYN-EX-04
USA,WFG-US-03,87773,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-08-14 00:00:00,4486,1,PCE,SYN-ORD-701889,SYN-EX-06
United Kingdom,WFG-UN-03,86943,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2021-01-21 00:00:00,4487,1,PCE,SYN-ORD-865821,SYN-EX-03
Germany,WFG-GE-03,89578,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-12-06 00:00:00,4489,1,PCE,SYN-ORD-814872,SYN-EX-04
Germany,WFG-GE-03,90665,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-07-02 00:00:00,4489,1,PCE,SYN-ORD-731969,SYN-EX-06
Pakistan,WFG-PA-02,90659,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-08-20 00:00:00,4492,1,PCE,SYN-ORD-934538,SYN-EX-02
Ireland,WFG-IR-02,89013,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2019-09-30 00:00:00,4492,2,PCE,SYN-ORD-943875,SYN-EX-08
Germany,WFG-GE-03,87979,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2022-06-07 00:00:00,4494,1,PCE,SYN-ORD-790209,SYN-EX-01
Poland,WFG-PO-03,87052,DELTA,N125,3000,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2021-04-19 00:00:00,4494,2,PCE,SYN-ORD-990530,SYN-EX-02
USA,WFG-US-03,89836,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-06-02 00:00:00,4497,1,PCE,SYN-ORD-736851,SYN-EX-04
Germany,WFG-GE-03,90157,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-12-01 00:00:00,4501,1,PCE,SYN-ORD-735630,SYN-EX-08
Ireland,WFG-IR-02,87248,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-01-13 00:00:00,4504,1,PCE,SYN-ORD-844553,SYN-EX-07
USA,WFG-US-03,88985,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2019-08-21 00:00:00,4508,1,PCE,SYN-ORD-768802,SYN-EX-03
France,WFG-FR-02,86210,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2023-02-23 00:00:00,4508,1,PCE,SYN-ORD-998567,SYN-EX-08
Uruguay,WFG-UR-01,87396,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-12-16 00:00:00,4511,1,PCE,SYN-ORD-851886,SYN-EX-05
France,WFG-FR-02,88712,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2017-05-13 00:00:00,4511,1,PCE,SYN-ORD-975893,SYN-EX-09
France,WFG-FR-02,86539,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2018-03-03 00:00:00,4513,1,PCE,SYN-ORD-871576,SYN-EX-06
France,WFG-FR-02,90387,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-08-22 00:00:00,4514,1,PCE,SYN-ORD-920175,SYN-EX-04
Portugal,WFG-PO-03,88767,DELTA,N131,3600,Generator,GEN-4201,Generator control module,2024-05-13 00:00:00,4514,2,PCE,SYN-ORD-736053,SYN-EX-05
Ireland,WFG-IR-02,86211,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-07-24 00:00:00,4516,2,PCE,SYN-ORD-768459,SYN-EX-06
Greece,WFG-GR-03,90648,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-01-27 00:00:00,4517,1,PCE,SYN-ORD-713256,SYN-EX-08
France,WFG-FR-02,88643,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-11-28 00:00:00,4526,1,PCE,SYN-ORD-824681,SYN-EX-07
Poland,WFG-PO-03,90620,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-09-18 00:00:00,4527,1,PCE,SYN-ORD-804481,SYN-EX-08
United Kingdom,WFG-UN-03,90571,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-11-22 00:00:00,4532,1,PCE,SYN-ORD-898225,SYN-EX-06
France,WFG-FR-02,87609,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-03-24 00:00:00,4534,2,PCE,SYN-ORD-820867,SYN-EX-02
Germany,WFG-GE-03,90621,GAMMA,N149,4500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2024-05-12 00:00:00,4535,1,PCE,SYN-ORD-836075,SYN-EX-02
Netherlands,WFG-NE-03,87414,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-05-24 00:00:00,4536,2,PCE,SYN-ORD-795074,SYN-EX-01
France,WFG-FR-02,89520,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-08-31 00:00:00,4536,1,PCE,SYN-ORD-740230,SYN-EX-07
United Kingdom,WFG-UN-03,88924,SIGMA,N100,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2023-04-02 00:00:00,4542,1,PCE,SYN-ORD-757099,SYN-EX-07
USA,WFG-US-03,88809,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-08-06 00:00:00,4545,1,PCE,SYN-ORD-724007,SYN-EX-07
Germany,WFG-GE-03,89820,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-11-06 00:00:00,4552,1,PCE,SYN-ORD-934095,SYN-EX-01
Romania,WFG-RO-02,87613,DELTA,N131,3600,Generator,GEN-5210,Generator control module,2024-02-26 00:00:00,4552,1,PCE,SYN-ORD-911650,SYN-EX-06
Netherlands,WFG-NE-03,88287,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2017-01-31 00:00:00,4553,1,PCE,SYN-ORD-789269,SYN-EX-09
USA,WFG-US-03,90081,DELTA,N131,3600,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2017-08-18 00:00:00,4560,1,PCE,SYN-ORD-777041,SYN-EX-07
Ireland,WFG-IR-02,87253,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2025-07-06 00:00:00,4566,1,PCE,SYN-ORD-936855,SYN-EX-04
Turkey,WFG-TU-03,90174,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2021-12-27 00:00:00,4569,1,PCE,SYN-ORD-893226,SYN-EX-05
Portugal,WFG-PO-03,87374,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-01-19 00:00:00,4570,1,PCE,SYN-ORD-823170,SYN-EX-03
Germany,WFG-GE-03,88044,GAMMA,N149,4500,Main Bearing,BRG-2208,Main bearing assembly,2019-04-18 00:00:00,4572,1,PCE,SYN-ORD-788105,SYN-EX-08
Turkey,WFG-TU-03,90481,GAMMA,N149,4500,Gearbox,GBX-2044,Gearbox service component,2023-10-09 00:00:00,4572,1,PCE,SYN-ORD-809048,SYN-EX-09
France,WFG-FR-02,86241,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-09-16 00:00:00,4573,2,PCE,SYN-ORD-989769,SYN-EX-02
Turkey,WFG-TU-03,89780,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2024-11-16 00:00:00,4576,1,PCE,SYN-ORD-981776,SYN-EX-06
Turkey,WFG-TU-03,87320,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2018-11-09 00:00:00,4580,1,PCE,SYN-ORD-847307,SYN-EX-01
Germany,WFG-GE-03,87365,DELTA,N131,3600,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-08-13 00:00:00,4589,1,PCE,SYN-ORD-784139,SYN-EX-05
Pakistan,WFG-PA-02,90489,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2024-07-02 00:00:00,4590,1,PCE,SYN-ORD-901750,SYN-EX-03
Germany,WFG-GE-03,88550,DELTA,N125,3000,Gearbox,GBX-1180,Gearbox service component,2024-05-18 00:00:00,4592,1,PCE,SYN-ORD-945231,SYN-EX-01
Germany,WFG-GE-03,89708,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-02-06 00:00:00,4593,1,PCE,SYN-ORD-953695,SYN-EX-07
Turkey,WFG-TU-03,87543,DELTA,N80,1300,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-06-04 00:00:00,4593,1,PCE,SYN-ORD-774624,SYN-EX-07
United Kingdom,WFG-UN-03,90270,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-04-10 00:00:00,4600,1,PCE,SYN-ORD-810777,SYN-EX-04
Germany,WFG-GE-03,86478,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-07-11 00:00:00,4600,1,PCE,SYN-ORD-930739,SYN-EX-02
USA,WFG-US-03,87391,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-03-19 00:00:00,4601,1,PCE,SYN-ORD-918977,SYN-EX-09
Italy,WFG-IT-03,90107,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-07-28 00:00:00,4604,1,PCE,SYN-ORD-792000,SYN-EX-05
Germany,WFG-GE-03,90668,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-10-23 00:00:00,4606,1,PCE,SYN-ORD-855959,SYN-EX-08
Brazil,WFG-BR-02,89322,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-02-04 00:00:00,4609,1,PCE,SYN-ORD-882148,SYN-EX-03
France,WFG-FR-02,86942,SIGMA,N100,2500,Main Bearing,BRG-1102,Main bearing assembly,2021-03-16 00:00:00,4612,2,PCE,SYN-ORD-815478,SYN-EX-09
United Kingdom,WFG-UN-03,87656,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2025-09-23 00:00:00,4615,1,PCE,SYN-ORD-941206,SYN-EX-05
Germany,WFG-GE-03,90035,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-06-22 00:00:00,4616,1,PCE,SYN-ORD-986502,SYN-EX-07
Italy,WFG-IT-03,87935,DELTA,N131,3600,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-09-22 00:00:00,4616,2,PCE,SYN-ORD-721111,SYN-EX-06
Finland,WFG-FI-01,89531,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-01-16 00:00:00,4617,1,PCE,SYN-ORD-799926,SYN-EX-01
Germany,WFG-GE-03,89673,GAMMA,N149,4500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2023-03-03 00:00:00,4618,2,PCE,SYN-ORD-729968,SYN-EX-03
Germany,WFG-GE-03,89339,DELTA,N80,1300,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-07-22 00:00:00,4619,1,PCE,SYN-ORD-864433,SYN-EX-09
France,WFG-FR-02,90094,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2018-12-26 00:00:00,4620,1,PCE,SYN-ORD-821499,SYN-EX-03
Germany,WFG-GE-03,90522,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2020-01-19 00:00:00,4624,1,PCE,SYN-ORD-753807,SYN-EX-01
Brazil,WFG-BR-02,86810,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-12-11 00:00:00,4626,1,PCE,SYN-ORD-946376,SYN-EX-03
United Kingdom,WFG-UN-03,88251,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-03-11 00:00:00,4626,1,PCE,SYN-ORD-728136,SYN-EX-09
United Kingdom,WFG-UN-03,88824,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-02-24 00:00:00,4632,1,PCE,SYN-ORD-910790,SYN-EX-08
Croatia,WFG-CR-03,88023,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-08-21 00:00:00,4633,2,PCE,SYN-ORD-714613,SYN-EX-08
Finland,WFG-FI-01,86293,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-01-12 00:00:00,4635,1,PCE,SYN-ORD-704484,SYN-EX-04
Netherlands,WFG-NE-03,89197,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-09-26 00:00:00,4637,1,PCE,SYN-ORD-872111,SYN-EX-05
France,WFG-FR-02,89924,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2017-01-22 00:00:00,4637,1,PCE,SYN-ORD-975590,SYN-EX-06
France,WFG-FR-02,88966,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2018-02-11 00:00:00,4638,1,PCE,SYN-ORD-793288,SYN-EX-09
France,WFG-FR-02,89187,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-09-28 00:00:00,4638,1,PCE,SYN-ORD-984054,SYN-EX-02
France,WFG-FR-02,89737,GAMMA,N149,4500,Gearbox,GBX-2044,Gearbox service component,2022-03-13 00:00:00,4639,1,PCE,SYN-ORD-846404,SYN-EX-01
Turkey,WFG-TU-03,87156,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-12-06 00:00:00,4641,1,PCE,SYN-ORD-893813,SYN-EX-02
Germany,WFG-GE-03,87733,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-11-13 00:00:00,4646,1,PCE,SYN-ORD-805648,SYN-EX-05
France,WFG-FR-02,90705,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-01-30 00:00:00,4650,1,PCE,SYN-ORD-939566,SYN-EX-01
Turkey,WFG-TU-03,89303,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2017-08-13 00:00:00,4658,2,PCE,SYN-ORD-905246,SYN-EX-05
France,WFG-FR-02,88273,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-11-24 00:00:00,4661,2,PCE,SYN-ORD-834918,SYN-EX-06
Germany,WFG-GE-03,87072,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-12-14 00:00:00,4670,1,PCE,SYN-ORD-908661,SYN-EX-01
Turkey,WFG-TU-03,89604,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-08-13 00:00:00,4670,1,PCE,SYN-ORD-832887,SYN-EX-06
USA,WFG-US-03,89060,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-12-07 00:00:00,4673,1,PCE,SYN-ORD-723271,SYN-EX-03
Italy,WFG-IT-03,89365,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2022-11-19 00:00:00,4676,1,PCE,SYN-ORD-754674,SYN-EX-09
Italy,WFG-IT-03,89589,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2020-05-24 00:00:00,4679,1,PCE,SYN-ORD-862471,SYN-EX-02
France,WFG-FR-02,87952,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2018-09-11 00:00:00,4686,1,PCE,SYN-ORD-835098,SYN-EX-04
Germany,WFG-GE-03,89232,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-09-26 00:00:00,4686,1,PCE,SYN-ORD-780595,SYN-EX-02
France,WFG-FR-02,86725,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2018-11-13 00:00:00,4692,1,PCE,SYN-ORD-888799,SYN-EX-04
Germany,WFG-GE-03,88438,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-06-05 00:00:00,4695,1,PCE,SYN-ORD-995872,SYN-EX-09
Turkey,WFG-TU-03,87056,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2017-12-06 00:00:00,4695,1,PCE,SYN-ORD-727111,SYN-EX-09
Argentina,WFG-AR-03,90116,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-12-10 00:00:00,4697,1,PCE,SYN-ORD-775931,SYN-EX-05
Germany,WFG-GE-03,86483,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-07-26 00:00:00,4705,1,PCE,SYN-ORD-873830,SYN-EX-03
France,WFG-FR-02,90774,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2018-12-25 00:00:00,4707,1,PCE,SYN-ORD-730732,SYN-EX-06
Italy,WFG-IT-03,90430,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-07-25 00:00:00,4721,2,PCE,SYN-ORD-858610,SYN-EX-05
USA,WFG-US-03,90226,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2017-06-15 00:00:00,4721,2,PCE,SYN-ORD-996930,SYN-EX-08
Germany,WFG-GE-03,90388,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-10-08 00:00:00,4721,2,PCE,SYN-ORD-943540,SYN-EX-06
Germany,WFG-GE-03,89413,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-07-05 00:00:00,4722,1,PCE,SYN-ORD-998595,SYN-EX-05
Norway,WFG-NO-03,88609,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-02-28 00:00:00,4722,2,PCE,SYN-ORD-737587,SYN-EX-07
Germany,WFG-GE-03,86967,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-12-01 00:00:00,4723,1,PCE,SYN-ORD-935922,SYN-EX-01
United Kingdom,WFG-UN-03,88070,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-12-20 00:00:00,4724,1,PCE,SYN-ORD-989069,SYN-EX-03
Poland,WFG-PO-03,90327,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2023-05-14 00:00:00,4730,1,PCE,SYN-ORD-708305,SYN-EX-09
France,WFG-FR-02,87175,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-08-11 00:00:00,4731,1,PCE,SYN-ORD-985436,SYN-EX-03
Italy,WFG-IT-03,88170,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-09-19 00:00:00,4734,2,PCE,SYN-ORD-806947,SYN-EX-04
Germany,WFG-GE-03,86859,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2024-10-24 00:00:00,4736,1,PCE,SYN-ORD-706964,SYN-EX-06
France,WFG-FR-02,88528,SIGMA,N100,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2017-02-17 00:00:00,4737,1,PCE,SYN-ORD-880231,SYN-EX-01
France,WFG-FR-02,88011,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2023-03-01 00:00:00,4738,1,PCE,SYN-ORD-973734,SYN-EX-05
